id,source,target,type,amount,amount_note,date_range,url,confidence,needs_human_review,matched_text
past_affiliation_author_Oliver_M_Crook1_inst_University_of_Cambridge,author_Oliver_M_Crook1,inst_University_of_Cambridge,past_affiliation,,,,,,,
past_affiliation_author_Oliver_M_Crook1_inst_The_university_of_Warwick,author_Oliver_M_Crook1,inst_The_university_of_Warwick,past_affiliation,,,,,,,
current_affiliation_author_Jassi_Pannu1_inst_Johns_Hopkins_University,author_Jassi_Pannu1,inst_Johns_Hopkins_University,current_affiliation,,,,,,,
current_affiliation_author_Jassi_Pannu1_inst_Stanford_University,author_Jassi_Pannu1,inst_Stanford_University,current_affiliation,,,,,,,
past_affiliation_author_Jassi_Pannu1_inst_McGill_University,author_Jassi_Pannu1,inst_McGill_University,past_affiliation,,,,,,,
current_affiliation_author_Eun_Ro1_inst_July_AI,author_Eun_Ro1,inst_July_AI,current_affiliation,,,,,,,
past_affiliation_author_Eun_Ro1_inst_Adept,author_Eun_Ro1,inst_Adept,past_affiliation,,,,,,,
current_affiliation_author_Yoshi_Nakachi1_inst_Stanford_University,author_Yoshi_Nakachi1,inst_Stanford_University,current_affiliation,,,,,,,
current_affiliation_author_Yang_Chung1_inst_July_AI,author_Yang_Chung1,inst_July_AI,current_affiliation,,,,,,,
past_affiliation_author_Yang_Chung1_inst_University_of_Pennsylvania,author_Yang_Chung1,inst_University_of_Pennsylvania,past_affiliation,,,,,,,
current_affiliation_author_Steven_Basart1_inst_Center_for_AI_Safety,author_Steven_Basart1,inst_Center_for_AI_Safety,current_affiliation,,,,,,,
past_affiliation_author_Steven_Basart1_inst_University_of_Chicago,author_Steven_Basart1,inst_University_of_Chicago,past_affiliation,,,,,,,
current_affiliation_author_Roy_Rinberg1_inst_Harvard_University,author_Roy_Rinberg1,inst_Harvard_University,current_affiliation,,,,,,,
past_affiliation_author_Roy_Rinberg1_inst_Columbia_University,author_Roy_Rinberg1,inst_Columbia_University,past_affiliation,,,,,,,
past_affiliation_author_Roy_Rinberg1_inst_New_York_University,author_Roy_Rinberg1,inst_New_York_University,past_affiliation,,,,,,,
part_of_dept_Harvard_University_Computer_Science___Harvard_John_A__Paulson_School_of_Engineering_and_Applied_Sci_inst_Harvard_University,dept_Harvard_University_Computer_Science___Harvard_John_A__Paulson_School_of_Engineering_and_Applied_Sci,inst_Harvard_University,part_of,,,,,,,
current_affiliation_author_Usha_Bhalla1_dept_Harvard_University_Computer_Science___Harvard_John_A__Paulson_School_of_Engineering_and_Applied_Sci,author_Usha_Bhalla1,dept_Harvard_University_Computer_Science___Harvard_John_A__Paulson_School_of_Engineering_and_Applied_Sci,current_affiliation,,,,,,,
current_affiliation_author_Igor_Shilov1_inst_Imperial_College_London,author_Igor_Shilov1,inst_Imperial_College_London,current_affiliation,,,,,,,
current_affiliation_author_Igor_Shilov1_inst_Anthropic,author_Igor_Shilov1,inst_Anthropic,current_affiliation,,,,,,,
past_affiliation_author_Igor_Shilov1_inst_Meta_AI,author_Igor_Shilov1,inst_Meta_AI,past_affiliation,,,,,,,
past_affiliation_author_Igor_Shilov1_inst_Lomonosov_Moscow_State_University,author_Igor_Shilov1,inst_Lomonosov_Moscow_State_University,past_affiliation,,,,,,,
current_affiliation_author_Rohit_Gandikota1_inst_Northeastern_University,author_Rohit_Gandikota1,inst_Northeastern_University,current_affiliation,,,,,,,
past_affiliation_author_Rohit_Gandikota1_inst_Adobe_Systems,author_Rohit_Gandikota1,inst_Adobe_Systems,past_affiliation,,,,,,,
current_affiliation_author_Davis_Brown1_inst_University_of_Pennsylvania,author_Davis_Brown1,inst_University_of_Pennsylvania,current_affiliation,,,,,,,
current_affiliation_author_Davis_Brown1_inst_Pacific_Northwest_National_Laboratory,author_Davis_Brown1,inst_Pacific_Northwest_National_Laboratory,current_affiliation,,,,,,,
past_affiliation_author_Davis_Brown1_inst_University_of_North_Carolina__Chapel_Hill,author_Davis_Brown1,inst_University_of_North_Carolina__Chapel_Hill,past_affiliation,,,,,,,
current_affiliation_author_Mahdi_Sabbaghi1_inst_University_of_Pennsylvania,author_Mahdi_Sabbaghi1,inst_University_of_Pennsylvania,current_affiliation,,,,,,,
current_affiliation_author_Luze_Sun1_inst_Northeastern_University,author_Luze_Sun1,inst_Northeastern_University,current_affiliation,,,,,,,
current_affiliation_author_Luze_Sun1_inst_University_of_Pennsylvania,author_Luze_Sun1,inst_University_of_Pennsylvania,current_affiliation,,,,,,,
past_affiliation_author_Luze_Sun1_inst_University_of_Bristol,author_Luze_Sun1,inst_University_of_Bristol,past_affiliation,,,,,,,
current_affiliation_author_Alexander_Robey1_inst_CMU__Carnegie_Mellon_University,author_Alexander_Robey1,inst_CMU__Carnegie_Mellon_University,current_affiliation,,,,,,,
current_affiliation_author_Alexander_Robey1_inst_Gray_Swan,author_Alexander_Robey1,inst_Gray_Swan,current_affiliation,,,,,,,
past_affiliation_author_Alexander_Robey1_inst_Swarthmore_College,author_Alexander_Robey1,inst_Swarthmore_College,past_affiliation,,,,,,,
past_affiliation_author_Alexander_Robey1_inst_School_of_Engineering_and_Applied_Science__University_of_Pennsylvania,author_Alexander_Robey1,inst_School_of_Engineering_and_Applied_Science__University_of_Pennsylvania,past_affiliation,,,,,,,
past_affiliation_author_Alexander_Robey1_inst_Google,author_Alexander_Robey1,inst_Google,past_affiliation,,,,,,,
past_affiliation_author_Alexander_Robey1_inst_Lawrence_Livermore_National_Labs,author_Alexander_Robey1,inst_Lawrence_Livermore_National_Labs,past_affiliation,,,,,,,
current_affiliation_author_George_J__Pappas1_inst_School_of_Engineering_and_Applied_Science__University_of_Pennsylvania,author_George_J__Pappas1,inst_School_of_Engineering_and_Applied_Science__University_of_Pennsylvania,current_affiliation,,,,,,,
current_affiliation_author_Eric_Wong1_inst_University_of_Pennsylvania,author_Eric_Wong1,inst_University_of_Pennsylvania,current_affiliation,,,,,,,
past_affiliation_author_Eric_Wong1_inst_Massachusetts_Institute_of_Technology,author_Eric_Wong1,inst_Massachusetts_Institute_of_Technology,past_affiliation,,,,,,,
past_affiliation_author_Eric_Wong1_inst_Carnegie_Mellon_University,author_Eric_Wong1,inst_Carnegie_Mellon_University,past_affiliation,,,,,,,
current_affiliation_author_Hamed_Hassani2_inst_University_of_Pennsylvania,author_Hamed_Hassani2,inst_University_of_Pennsylvania,current_affiliation,,,,,,,
current_affiliation_author_Andrew_Bo_Liu1_inst_SecureBio,author_Andrew_Bo_Liu1,inst_SecureBio,current_affiliation,,,,,,,
past_affiliation_author_Andrew_Bo_Liu1_inst_Harvard_University,author_Andrew_Bo_Liu1,inst_Harvard_University,past_affiliation,,,,,,,
current_affiliation_author_Alex_Kleinman1_inst_Panoplia_Laboratories,author_Alex_Kleinman1,inst_Panoplia_Laboratories,current_affiliation,,,,,,,
past_affiliation_author_Alex_Kleinman1_inst_Pomona_College,author_Alex_Kleinman1,inst_Pomona_College,past_affiliation,,,,,,,
current_affiliation_author_Harmon_Bhasin1_inst_Massachusetts_Institute_of_Technology,author_Harmon_Bhasin1,inst_Massachusetts_Institute_of_Technology,current_affiliation,,,,,,,
current_affiliation_author_Harmon_Bhasin1_inst_SecureBio,author_Harmon_Bhasin1,inst_SecureBio,current_affiliation,,,,,,,
past_affiliation_author_Harmon_Bhasin1_inst_University_of_Wisconsin___Madison,author_Harmon_Bhasin1,inst_University_of_Wisconsin___Madison,past_affiliation,,,,,,,
current_affiliation_author_Hanna_Krasowski1_inst_University_of_California__Berkeley,author_Hanna_Krasowski1,inst_University_of_California__Berkeley,current_affiliation,,,,,,,
past_affiliation_author_Hanna_Krasowski1_inst_Technical_University_of_Munich,author_Hanna_Krasowski1,inst_Technical_University_of_Munich,past_affiliation,,,,,,,
current_affiliation_author_Lauren_E__Malek1_inst_Princeton_University,author_Lauren_E__Malek1,inst_Princeton_University,current_affiliation,,,,,,,
current_affiliation_author_Lauren_E__Malek1_inst_University_of_California__Berkeley,author_Lauren_E__Malek1,inst_University_of_California__Berkeley,current_affiliation,,,,,,,
past_affiliation_author_Lauren_E__Malek1_inst_Icahn_School_of_Medicine_at_Mount_Sinai,author_Lauren_E__Malek1,inst_Icahn_School_of_Medicine_at_Mount_Sinai,past_affiliation,,,,,,,
part_of_dept_University_of_California__Berkeley_Electrical_Engineering_and_Computer_Sciences__EECS_inst_University_of_California__Berkeley,dept_University_of_California__Berkeley_Electrical_Engineering_and_Computer_Sciences__EECS,inst_University_of_California__Berkeley,part_of,,,,,,,
current_affiliation_author_Sanjit_A__Seshia1_dept_University_of_California__Berkeley_Electrical_Engineering_and_Computer_Sciences__EECS,author_Sanjit_A__Seshia1,dept_University_of_California__Berkeley_Electrical_Engineering_and_Computer_Sciences__EECS,current_affiliation,,,,,,,
current_affiliation_author_Murat_Arcak2_inst_University_of_California_Berkeley,author_Murat_Arcak2,inst_University_of_California_Berkeley,current_affiliation,,,,,,,
past_affiliation_author_Murat_Arcak2_inst_University_of_California__Berkeley,author_Murat_Arcak2,inst_University_of_California__Berkeley,past_affiliation,,,,,,,
past_affiliation_author_Murat_Arcak2_inst_Rensselaer_Polytechnic_Institute,author_Murat_Arcak2,inst_Rensselaer_Polytechnic_Institute,past_affiliation,,,,,,,
current_affiliation_author_Jigang_Fan2_inst_Stanford_University,author_Jigang_Fan2,inst_Stanford_University,current_affiliation,,,,,,,
current_affiliation_author_Jigang_Fan2_inst_Princeton_University,author_Jigang_Fan2,inst_Princeton_University,current_affiliation,,,,,,,
current_affiliation_author_Jigang_Fan2_inst_Peking_University,author_Jigang_Fan2,inst_Peking_University,current_affiliation,,,,,,,
current_affiliation_author_Doni_Bloomfield1_inst_Fordham_University_School_of_Law,author_Doni_Bloomfield1,inst_Fordham_University_School_of_Law,current_affiliation,,,,,,,
current_affiliation_author_Toby_Webster1_inst_RAND_Corporation,author_Toby_Webster1,inst_RAND_Corporation,current_affiliation,,,,,,,
current_affiliation_author_Toby_Webster1_inst_Epsom_and_St_Helier_University_Hospitals_NHS_Trust,author_Toby_Webster1,inst_Epsom_and_St_Helier_University_Hospitals_NHS_Trust,current_affiliation,,,,,,,
past_affiliation_author_Toby_Webster1_inst_Centre_for_Evidence_Based_Drug_Policy,author_Toby_Webster1,inst_Centre_for_Evidence_Based_Drug_Policy,past_affiliation,,,,,,,
past_affiliation_author_Toby_Webster1_inst_St_George_s_University_Hospitals_NHS_Trust,author_Toby_Webster1,inst_St_George_s_University_Hospitals_NHS_Trust,past_affiliation,,,,,,,
current_affiliation_author_Allison_Berke1_inst_RAND_Corporation,author_Allison_Berke1,inst_RAND_Corporation,current_affiliation,,,,,,,
past_affiliation_author_Allison_Berke1_inst_Stanford_University,author_Allison_Berke1,inst_Stanford_University,past_affiliation,,,,,,,
past_affiliation_author_Allison_Berke1_inst_University_of_California__Berkeley,author_Allison_Berke1,inst_University_of_California__Berkeley,past_affiliation,,,,,,,
current_affiliation_author_Filip_Sondej1_inst_Jagiellonian_University_in_Krakow,author_Filip_Sondej1,inst_Jagiellonian_University_in_Krakow,current_affiliation,,,,,,,
part_of_dept_University_of_Oxford_Oxford_Internet_Institute__OII_inst_University_of_Oxford,dept_University_of_Oxford_Oxford_Internet_Institute__OII,inst_University_of_Oxford,part_of,,,,,,,
current_affiliation_author_Yushi_Yang2_dept_University_of_Oxford_Oxford_Internet_Institute__OII,author_Yushi_Yang2,dept_University_of_Oxford_Oxford_Internet_Institute__OII,current_affiliation,,,,,,,
current_affiliation_author_Mikolaj_Kniejski1_inst_University_of_Warsaw,author_Mikolaj_Kniejski1,inst_University_of_Warsaw,current_affiliation,,,,,,,
past_affiliation_author_Mikolaj_Kniejski1_inst_KEA,author_Mikolaj_Kniejski1,inst_KEA,past_affiliation,,,,,,,
current_affiliation_author_Marcel_Windys1_inst_Independent,author_Marcel_Windys1,inst_Independent,current_affiliation,,,,,,,
current_affiliation_author_Yangyang_Guo1_inst_Beihang_University,author_Yangyang_Guo1,inst_Beihang_University,current_affiliation,,,,,,,
current_affiliation_author_Yangyang_Guo1_inst_National_University_of_Singapore,author_Yangyang_Guo1,inst_National_University_of_Singapore,current_affiliation,,,,,,,
past_affiliation_author_Yangyang_Guo1_inst_Shandong_University,author_Yangyang_Guo1,inst_Shandong_University,past_affiliation,,,,,,,
past_affiliation_author_Yangyang_Guo1_inst_Ocean_University_of_China,author_Yangyang_Guo1,inst_Ocean_University_of_China,past_affiliation,,,,,,,
current_affiliation_author_Yangyan_Li1_inst_Ant_Group,author_Yangyan_Li1,inst_Ant_Group,current_affiliation,,,,,,,
current_affiliation_author_Yangyan_Li1_inst_Alibaba_Group,author_Yangyan_Li1,inst_Alibaba_Group,current_affiliation,,,,,,,
past_affiliation_author_Yangyan_Li1_inst_Shandong_University,author_Yangyan_Li1,inst_Shandong_University,past_affiliation,,,,,,,
past_affiliation_author_Yangyan_Li1_inst_Tel_Aviv_University,author_Yangyan_Li1,inst_Tel_Aviv_University,past_affiliation,,,,,,,
past_affiliation_author_Yangyan_Li1_inst_Stanford_University,author_Yangyan_Li1,inst_Stanford_University,past_affiliation,,,,,,,
past_affiliation_author_Yangyan_Li1_inst_University_of_the_Chinese_Academy_of_Sciences,author_Yangyan_Li1,inst_University_of_the_Chinese_Academy_of_Sciences,past_affiliation,,,,,,,
current_affiliation_author_Mohan_Kankanhalli1_inst_National_University_of_Singapore,author_Mohan_Kankanhalli1,inst_National_University_of_Singapore,current_affiliation,,,,,,,
past_affiliation_author_Mohan_Kankanhalli1_inst_Indian_Institute_of_Science,author_Mohan_Kankanhalli1,inst_Indian_Institute_of_Science,past_affiliation,,,,,,,
current_affiliation_author_Dianzhuo_Wang1_inst_Harvard_University,author_Dianzhuo_Wang1,inst_Harvard_University,current_affiliation,,,,,,,
current_affiliation_author_Marian_Huot1_inst_Harvard_University,author_Marian_Huot1,inst_Harvard_University,current_affiliation,,,,,,,
current_affiliation_author_Zechen_Zhang2_inst_Harvard_University,author_Zechen_Zhang2,inst_Harvard_University,current_affiliation,,,,,,,
current_affiliation_author_Kaiyi_Jiang1_inst_Princeton_University,author_Kaiyi_Jiang1,inst_Princeton_University,current_affiliation,,,,,,,
current_affiliation_author_Kaiyi_Jiang1_inst_Amgen,author_Kaiyi_Jiang1,inst_Amgen,current_affiliation,,,,,,,
current_affiliation_author_Kaiyi_Jiang1_inst_Massachusetts_Institute_of_Technology,author_Kaiyi_Jiang1,inst_Massachusetts_Institute_of_Technology,current_affiliation,,,,,,,
past_affiliation_author_Kaiyi_Jiang1_inst_Rice_University,author_Kaiyi_Jiang1,inst_Rice_University,past_affiliation,,,,,,,
current_affiliation_author_Eugene_Shakhnovich1_inst_Harvard_University,author_Eugene_Shakhnovich1,inst_Harvard_University,current_affiliation,,,,,,,
current_affiliation_author_Kevin_M__Esvelt1_inst_Massachusetts_Institute_of_Technology,author_Kevin_M__Esvelt1,inst_Massachusetts_Institute_of_Technology,current_affiliation,,,,,,,
past_affiliation_author_Kevin_M__Esvelt1_inst_Wyss_Institute__Harvard_University,author_Kevin_M__Esvelt1,inst_Wyss_Institute__Harvard_University,past_affiliation,,,,,,,
past_affiliation_author_Kevin_M__Esvelt1_inst_Harvard_University,author_Kevin_M__Esvelt1,inst_Harvard_University,past_affiliation,,,,,,,
past_affiliation_author_Kevin_M__Esvelt1_inst_Harvey_Mudd_College,author_Kevin_M__Esvelt1,inst_Harvey_Mudd_College,past_affiliation,,,,,,,
current_affiliation_author_Jonathan_Feldman1_inst_Georgia_Institute_of_Technology,author_Jonathan_Feldman1,inst_Georgia_Institute_of_Technology,current_affiliation,,,,,,,
current_affiliation_author_Tal_Feldman1_inst_Yale_University,author_Tal_Feldman1,inst_Yale_University,current_affiliation,,,,,,,
funds_funder_coefficient_program_global_health_r_d,funder_coefficient,program_global_health_r_d,funds,,Umbrella,,https://www.openphilanthropy.org/focus/global-health-and-wellbeing/,HIGH,False,Focus area: Global Health R&D
funds_funder_coefficient_program_biosecurity_pandemic_preparedness,funder_coefficient,program_biosecurity_pandemic_preparedness,funds,,Umbrella,,https://www.openphilanthropy.org/focus/biosecurity/,HIGH,False,Focus area: Biosecurity & Pandemic Preparedness
funds_funder_coefficient_program_scientific_research,funder_coefficient,program_scientific_research,funds,,Umbrella,,https://www.openphilanthropy.org/focus/science/,HIGH,False,Focus area: Scientific Research
funds_funder_coefficient_program_global_catastrophic_risks_capacity_building,funder_coefficient,program_global_catastrophic_risks_capacity_building,funds,,Umbrella,,https://www.openphilanthropy.org/focus/global-catastrophic-risks/,HIGH,False,Focus area: Global Catastrophic Risks Capacity Building
funds_funder_coefficient_program_global_aid_policy,funder_coefficient,program_global_aid_policy,funds,,Umbrella,,https://www.openphilanthropy.org/grants/,HIGH,False,Focus area: Global Aid Policy
funds_funder_coefficient_program_global_catastrophic_risks,funder_coefficient,program_global_catastrophic_risks,funds,,Umbrella,,https://www.openphilanthropy.org/focus/global-catastrophic-risks/,HIGH,False,Focus area: Global Catastrophic Risks
funds_funder_coefficient_program_global_health_wellbeing,funder_coefficient,program_global_health_wellbeing,funds,,Umbrella,,https://www.openphilanthropy.org/grants/,HIGH,False,Focus area: Global Health & Wellbeing
funds_funder_coefficient_program_global_health_development,funder_coefficient,program_global_health_development,funds,,Umbrella,,https://www.openphilanthropy.org/focus/global-health-and-wellbeing/,HIGH,False,Focus area: Global Health & Development
funds_funder_coefficient_program_human_health_and_wellbeing,funder_coefficient,program_human_health_and_wellbeing,funds,,Umbrella,,https://www.openphilanthropy.org/focus/global-health-and-wellbeing/,HIGH,False,Focus area: Human Health and Wellbeing
funds_funder_coefficient_program_science_supporting_biosecurity_and_pandemic_preparedness,funder_coefficient,program_science_supporting_biosecurity_and_pandemic_preparedness,funds,,Umbrella,,https://www.openphilanthropy.org/focus/biosecurity/,HIGH,False,Focus area: Science Supporting Biosecurity and Pandemic Preparedness
funds_funder_coefficient_program_navigating_transformative_ai,funder_coefficient,program_navigating_transformative_ai,funds,,Umbrella,,https://www.openphilanthropy.org/focus/transformative-artificial-intelligence/,HIGH,False,Focus area: Navigating Transformative AI
funds_funder_coefficient_program_transformative_basic_science,funder_coefficient,program_transformative_basic_science,funds,,Umbrella,,https://www.openphilanthropy.org/focus/science/,HIGH,False,Focus area: Transformative Basic Science
funds_funder_coefficient_program_givewell_recommended_charities,funder_coefficient,program_givewell_recommended_charities,funds,,Umbrella,,https://www.openphilanthropy.org/grants/,HIGH,False,Focus area: GiveWell-Recommended Charities
funds_funder_coefficient_program_other_scientific_research_areas,funder_coefficient,program_other_scientific_research_areas,funds,,Umbrella,,https://www.openphilanthropy.org/grants/,HIGH,False,Focus area: Other Scientific Research Areas
funds_funder_coefficient_program_forecasting,funder_coefficient,program_forecasting,funds,,Umbrella,,https://www.openphilanthropy.org/grants/,HIGH,False,Focus area: Forecasting
funds_funder_coefficient_program_scientific_innovation_tools_and_techniques,funder_coefficient,program_scientific_innovation_tools_and_techniques,funds,,Umbrella,,https://www.openphilanthropy.org/grants/,HIGH,False,Focus area: Scientific Innovation: Tools and Techniques
funds_program_global_health_r_d_org_statens_serum_institut_2025-06,program_global_health_r_d,org_statens_serum_institut,funds,847780,"$847,780",2025-06,,MEDIUM,False,Statens Serum Institut — Tuberculosis Vaccine Manufacturing Process
funds_program_biosecurity_pandemic_preparedness_org_blueprint_biosecurity_2025-05,program_biosecurity_pandemic_preparedness,org_blueprint_biosecurity,funds,7112990,"$7,112,990",2025-05,,HIGH,False,Blueprint Biosecurity — Regranting Support
funds_program_biosecurity_pandemic_preparedness_org_blueprint_biosecurity_2025-05_1,program_biosecurity_pandemic_preparedness,org_blueprint_biosecurity,funds,3241999,"$3,241,999",2025-05,,HIGH,False,Blueprint Biosecurity — Policy Advocacy
funds_program_biosecurity_pandemic_preparedness_org_blueprint_biosecurity_2025-08,program_biosecurity_pandemic_preparedness,org_blueprint_biosecurity,funds,6400000,"$6,400,000",2025-08,,HIGH,False,Blueprint Biosecurity — General Support (2025)
funds_program_global_health_r_d_org_university_of_oxford_2025-06,program_global_health_r_d,inst_University_of_Oxford,funds,3496050,"$3,496,050",2025-06,,MEDIUM,False,University of Oxford — Malaria Vaccine Durability in School-Aged Children
funds_program_global_health_r_d_org_national_institute_of_allergy_and_infectious_diseases_2025-05,program_global_health_r_d,org_national_institute_of_allergy_and_infectious_diseases,funds,496000,"$496,000",2025-05,,MEDIUM,False,National Institute of Allergy and Infectious Diseases — Malaria Monoclonal Antibody Research
funds_program_scientific_research_org_life_sciences_research_foundation_2025-05,program_scientific_research,org_life_sciences_research_foundation,funds,174600,"$174,600",2025-05,,MEDIUM,False,Life Sciences Research Foundation — Postdoctoral Fellowship
funds_program_global_catastrophic_risks_capacity_building_org_principles_of_intelligent_behavior_in_biological_and_social__2025-05,program_global_catastrophic_risks_capacity_building,org_principles_of_intelligent_behavior_in_biological_and_social_,funds,1686290,"$1,686,290",2025-05,,MEDIUM,False,PIBBSS — AI Safety Summer Fellowship (2025)
funds_program_global_catastrophic_risks_capacity_building_org_bluedot_impact_2025-06,program_global_catastrophic_risks_capacity_building,org_bluedot_impact,funds,25649888,"$25,649,888",2025-06,,MEDIUM,False,BlueDot Impact — General Support (2025)
funds_program_global_aid_policy_org_albion_east_aid_policy_advocacy_2025-03,program_global_aid_policy,org_albion_east_aid_policy_advocacy,funds,606849,"$606,849",2025-03,,MEDIUM,False,Albion East — Aid Policy Advocacy
funds_program_biosecurity_pandemic_preparedness_org_council_on_strategic_risks_2024-07,program_biosecurity_pandemic_preparedness,org_council_on_strategic_risks,funds,141222,"$141,222",2024-07,,HIGH,False,Council on Strategic Risks — Biosecurity Fellowship (2024)
funds_program_global_catastrophic_risks_capacity_building_org_university_of_chicago_2025-05,program_global_catastrophic_risks_capacity_building,inst_University_of_Chicago,funds,244728,"$244,728",2025-05,,MEDIUM,False,University of Chicago — Existential Risk Laboratory Fellowship Program (2025)
funds_program_global_catastrophic_risks_org_securebio_2025-03,program_global_catastrophic_risks,inst_SecureBio,funds,18548,"$18,548",2025-03,,MEDIUM,False,SecureBio — AI Biological Capabilities Dashboard
funds_program_global_catastrophic_risks_org_securebio_2025-03_1,program_global_catastrophic_risks,inst_SecureBio,funds,37000,"$37,000",2025-03,,MEDIUM,False,SecureBio — AI Benchmark Improvements
funds_program_global_health_r_d_org_london_school_of_hygiene_and_tropical_medicine_2025-03,program_global_health_r_d,org_london_school_of_hygiene_and_tropical_medicine,funds,197429,"$197,429",2025-03,,MEDIUM,False,London School of Hygiene and Tropical Medicine — TB Vaccine Modeling
funds_program_global_health_r_d_org_telethon_kids_institute_2025-01,program_global_health_r_d,org_telethon_kids_institute,funds,55000,"$55,000",2025-01,,MEDIUM,False,Kids Research Institute Australia — Malaria Vaccine Stakeholder Engagement Meeting
funds_program_biosecurity_pandemic_preparedness_org_brown_university_2025-03,program_biosecurity_pandemic_preparedness,org_brown_university,funds,450000,"$450,000",2025-03,,HIGH,False,Brown University — Pandemic Center
funds_program_scientific_research_org_4j_therapeutics_2023-11,program_scientific_research,org_4j_therapeutics,funds,2499993,"$2,499,993",2023-11,,MEDIUM,False,4J Therapeutics — Locked Nucleic Acid Technology
funds_program_biosecurity_pandemic_preparedness_org_university_of_pretoria_2025-02,program_biosecurity_pandemic_preparedness,org_university_of_pretoria,funds,754525,"$754,525",2025-02,,HIGH,False,University of Pretoria — Far-UVC Study
funds_program_global_health_wellbeing_org_world_health_organization_2024-10,program_global_health_wellbeing,org_world_health_organization,funds,359053,"$359,053",2024-10,,MEDIUM,False,World Health Organization – Next-Generation Malaria Vaccines
funds_program_biosecurity_pandemic_preparedness_org_bipartisan_commission_on_biodefense_2025-01,program_biosecurity_pandemic_preparedness,org_bipartisan_commission_on_biodefense,funds,4600000,"$4,600,000",2025-01,,HIGH,False,Bipartisan Commission on Biodefense — General Support (2025)
funds_program_global_catastrophic_risks_capacity_building_org_cambridge_biosecurity_hub_2024-11,program_global_catastrophic_risks_capacity_building,org_cambridge_biosecurity_hub,funds,34653,"$34,653",2024-11,,MEDIUM,False,Cambridge Biosecurity Hub — Biosecurity Course and Club Events (November 2024)
funds_program_biosecurity_pandemic_preparedness_org_massachusetts_institute_of_technology_media_lab_2025-03,program_biosecurity_pandemic_preparedness,inst_Massachusetts_Institute_of_Technology,funds,264000,"$264,000",2025-03,,HIGH,False,Massachusetts Institute of Technology Media Lab — General Support
funds_program_biosecurity_pandemic_preparedness_org_securebio_2024-11,program_biosecurity_pandemic_preparedness,inst_SecureBio,funds,4000000,"$4,000,000",2024-11,,HIGH,False,SecureBio — General Support
funds_program_biosecurity_pandemic_preparedness_org_global_shield_2025-02,program_biosecurity_pandemic_preparedness,org_global_shield,funds,2320000,"$2,320,000",2025-02,,HIGH,False,Global Shield — Global Catastrophic Risks Advocacy
funds_program_global_health_development_org_zipline_2025-01,program_global_health_development,org_zipline,funds,54620,"$54,620",2025-01,,MEDIUM,False,Zipline — Scoping Grant for Vaccine Delivery
funds_program_global_health_r_d_org_vaccine_formulation_institute_2025-02,program_global_health_r_d,org_vaccine_formulation_institute,funds,5732100,"$5,732,100",2025-02,,MEDIUM,False,Vaccine Formulation Institute — Clinical Development of Novel Adjuvants
funds_program_biosecurity_pandemic_preparedness_org_securebio_2025-02,program_biosecurity_pandemic_preparedness,inst_SecureBio,funds,3430000,"$3,430,000",2025-02,,HIGH,False,SecureBio — Nucleic Acid Observatory
funds_program_scientific_research_org_stanford_university_2024-12,program_scientific_research,inst_Stanford_University,funds,4000000,"$4,000,000",2024-12,,MEDIUM,False,Stanford University — Research on Vaccine Durability
funds_program_global_health_r_d_org_university_of_oxford_2024-12,program_global_health_r_d,inst_University_of_Oxford,funds,4703785,"$4,703,785",2024-12,,MEDIUM,False,University of Oxford — Malaria Vaccine Manufacturing
funds_program_global_health_r_d_org_university_of_oxford_2024-12_1,program_global_health_r_d,inst_University_of_Oxford,funds,4296130,"$4,296,130",2024-12,,MEDIUM,False,University of Oxford — Improved First-Generation Malaria Vaccine Development
funds_program_global_health_r_d_org_the_kids_research_institute_australia_2024-10,program_global_health_r_d,org_the_kids_research_institute_australia,funds,410309,"$410,309",2024-10,,MEDIUM,False,The Kids Research Institute Australia — Malaria Vaccine Modelling
funds_program_biosecurity_pandemic_preparedness_org_blueprint_biosecurity_2024-10,program_biosecurity_pandemic_preparedness,org_blueprint_biosecurity,funds,900000,"$900,000",2024-10,,HIGH,False,Blueprint Biosecurity — General Support (2024)
funds_program_biosecurity_pandemic_preparedness_org_council_on_strategic_risks_2024-11,program_biosecurity_pandemic_preparedness,org_council_on_strategic_risks,funds,6530000,"$6,530,000",2024-11,,HIGH,False,"Council on Strategic Risks — Biosecurity Fellowships, Policy, and General Operations"
funds_program_scientific_research_org_eiger_innotherapeutics_2024-04,program_scientific_research,org_eiger_innotherapeutics,funds,3000000,"$3,000,000",2024-04,,MEDIUM,False,Eiger InnoTherapeutics — Lonafarnib and Pegylated Interferon Lambda
funds_program_biosecurity_pandemic_preparedness_org_the_centre_for_long_term_resilience_2024-08,program_biosecurity_pandemic_preparedness,org_the_centre_for_long_term_resilience,funds,5119246,"$5,119,246",2024-08,,HIGH,False,The Centre for Long-Term Resilience — General Support
funds_program_biosecurity_pandemic_preparedness_org_science_history_institute_2024-09,program_biosecurity_pandemic_preparedness,org_science_history_institute,funds,250000,"$250,000",2024-09,,HIGH,False,Science History Institute — Conference Fellowships
funds_program_biosecurity_pandemic_preparedness_org_wilton_park_2024-08,program_biosecurity_pandemic_preparedness,org_wilton_park,funds,43484,"$43,484",2024-08,,HIGH,False,Wilton Park — Biological Weapons Convention Retreat (2024)
funds_program_scientific_research_org_university_of_cape_town_2024-06,program_scientific_research,org_university_of_cape_town,funds,597557,"$597,557",2024-06,,MEDIUM,False,University of Cape Town — Tuberculosis Vaccine Preclinical Development and Testing
